iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
2010,1,15,92,India,6,South Asia,Jharkhand,Gumla district,23.041512,84.544486,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,7.0,4.0,Unknown
2010,1,17,92,India,6,South Asia,Bihar,Gaya,24.781467,84.986412,3,Bombing/Explosion,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,1,17,92,India,6,South Asia,Bihar,Gaya,24.781467,84.986412,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,1,17,92,India,6,South Asia,Andhra pradesh,Khammam,17.247049,80.149295,2,Armed Assault,17,Terrorists/Non-State Militia,92.0,India,Unknown,9,Melee,1.0,,
2010,1,18,92,India,6,South Asia,Bihar,Nadaul,25.296631,85.017377,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,18,92,India,6,South Asia,Punjab,Nabha,30.373674,76.14519,3,Bombing/Explosion,21,Utilities,92.0,India,Khalistan Liberation Force,6,Explosives,0.0,,
2010,1,19,92,India,6,South Asia,Jharkhand,East Singhbhum district,22.486676,86.499655,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,19,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,20,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
2010,1,20,92,India,6,South Asia,Orissa,Koraput district,18.815236,82.712102,3,Bombing/Explosion,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,21,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,21,92,India,6,South Asia,Manipur,Hiyangthang Maning Leikai,24.728425,93.896718,3,Bombing/Explosion,2,Government (General),92.0,India,United Kuki Liberation Front (UKLF) - India,6,Explosives,0.0,,
2010,1,21,92,India,6,South Asia,Jharkhand,Palamu district,24.128611,84.185712,7,Facility/Infrastructure Attack,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,1,21,92,India,6,South Asia,Manipur,Bishenpur,24.559337,93.814653,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,21,92,India,6,South Asia,Manipur,Bishnupur,24.628724,93.761325,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,21,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Kuki Liberation Army (KLA),6,Explosives,0.0,,
2010,1,22,92,India,6,South Asia,Orissa,Koraput,18.815236,82.712102,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,,
2010,1,23,92,India,6,South Asia,Orissa,Sundargarh district,22.124002,84.043175,6,Hostage Taking (Kidnapping),22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
2010,1,23,92,India,6,South Asia,Assam,Chirang district,26.63755,90.644049,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,23,92,India,6,South Asia,Orissa,Koraput,18.815236,82.712102,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,4.0,3.0,Minor (likely < $1 million)
2010,1,24,92,India,6,South Asia,Tripura,Bhagirath Para,23.695633,91.912813,2,Armed Assault,2,Government (General),92.0,India,National Liberation Front of Tripura (NLFT),5,Firearms,0.0,,
2010,1,24,92,India,6,South Asia,Orissa,Koraput,18.815236,82.712102,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,24,92,India,6,South Asia,Assam,Dhemaji district,27.637545,94.884828,3,Bombing/Explosion,19,Transportation,92.0,India,National Democratic Front of Bodoland (NDFB),6,Explosives,0.0,4.0,Unknown
2010,1,24,92,India,6,South Asia,Assam,Dibrugarh district,27.313847,95.049629,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,24,92,India,6,South Asia,Orissa,Koraput district,18.815236,82.712102,3,Bombing/Explosion,4,Military,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,,
2010,1,25,92,India,6,South Asia,Assam,Dhubri,26.020916,89.97445,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,25,92,India,6,South Asia,West Bengal,Bankura,23.232415,87.078604,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,,
2010,1,25,92,India,6,South Asia,West Bengal,Bankura,23.232415,87.078604,6,Hostage Taking (Kidnapping),3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,1.0,,
2010,1,25,92,India,6,South Asia,Orissa,Keonjhar district,21.63869,85.606944,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,25,92,India,6,South Asia,Manipur,Leimakhong,24.94242,93.841357,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Kangleipak Communist Party (KCP),6,Explosives,0.0,,
2010,1,25,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
2010,1,25,92,India,6,South Asia,West Bengal,Salboni,22.562035,87.154756,6,Hostage Taking (Kidnapping),22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,,
2010,1,25,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,3,Police,92.0,India,Kangleipak Communist Party (KCP),6,Explosives,0.0,,
2010,1,25,92,India,6,South Asia,Assam,Golaghat,26.519877,93.970038,6,Hostage Taking (Kidnapping),1,Business,92.0,India,National Socialist Council of Nagaland-Khaplang (NSCN-K),13,Unknown,0.0,,
2010,1,25,92,India,6,South Asia,Punjab,Halwara,30.748611,75.629722,3,Bombing/Explosion,4,Military,92.0,India,Khalistan Liberation Force,6,Explosives,0.0,,
2010,1,26,92,India,6,South Asia,West Bengal,West Midnapore district,22.404193,87.379866,2,Armed Assault,2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,26,92,India,6,South Asia,Chhattisgarh,Dantewada,18.9,81.35,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,1,27,92,India,6,South Asia,West Bengal,Bankura,23.232415,87.078604,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,27,92,India,6,South Asia,Bihar,Banka,24.877812,86.921828,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Terai Janatantrik Party,5,Firearms,0.0,,
2010,1,27,92,India,6,South Asia,Orissa,Keonjhar,21.63869,85.606944,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,1,28,92,India,6,South Asia,Assam,Bokajan,26.020855,93.778168,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,1,28,92,India,6,South Asia,Jharkhand,Patamda,22.906096,86.386833,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,29,92,India,6,South Asia,Chhattisgarh,Dantewada,18.9,81.35,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,1.0,3.0,Minor (likely < $1 million)
2010,1,29,92,India,6,South Asia,Jammu and Kashmir,Yaripora,33.724008,75.017854,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
2010,1,29,92,India,6,South Asia,West Bengal,Dhansol,22.615479,87.08591,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,1,29,92,India,6,South Asia,Andhra pradesh,Unknown,16.690933,79.567945,7,Facility/Infrastructure Attack,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,1,29,92,India,6,South Asia,Orissa,Sundargarh,22.124002,84.043175,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,1.0,,
2010,1,31,92,India,6,South Asia,Manipur,Unknown,24.663717,93.906269,6,Hostage Taking (Kidnapping),10,Journalists & Media,92.0,India,Unknown,5,Firearms,0.0,,
2010,1,31,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
2010,2,1,92,India,6,South Asia,West Bengal,Bankura,23.232415,87.078604,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),9,Melee,2.0,4.0,Unknown
2010,2,1,92,India,6,South Asia,West Bengal,Purulia,23.332078,86.365208,2,Armed Assault,3,Police,91.0,Iceland,Communist Party of India - Maoist (CPI-Maoist),9,Melee,0.0,4.0,Unknown
2010,2,2,92,India,6,South Asia,Assam,Rangapara,26.821592,92.681002,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,,
2010,2,2,92,India,6,South Asia,West Bengal,Jhargram,22.451393,86.992203,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,2,3,92,India,6,South Asia,Jharkhand,Chowka More,22.959166,85.965274,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,1.0,4.0,Unknown
2010,2,3,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,2,Armed Assault,4,Military,92.0,India,People's United Liberation Front (PULF),5,Firearms,1.0,,
2010,2,4,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,6,92,India,6,South Asia,West Bengal,Jamboni,22.450177,86.899792,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,6,92,India,6,South Asia,Orissa,Sundargarh district,22.124002,84.043175,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,2,7,92,India,6,South Asia,Andhra pradesh,Solabu,17.666359,82.22292,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
2010,2,7,92,India,6,South Asia,Assam,Khargaon,26.553814,90.342925,2,Armed Assault,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,,
2010,2,7,92,India,6,South Asia,Bihar,Rajla,24.755824,86.422732,3,Bombing/Explosion,19,Transportation,91.0,Iceland,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,8,92,India,6,South Asia,Manipur,Nongmaikhong,24.436662,93.857895,7,Facility/Infrastructure Attack,19,Transportation,92.0,India,Unknown,8,Incendiary,0.0,4.0,Unknown
2010,2,8,92,India,6,South Asia,Orissa,Rourkela,22.260423,84.853584,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,9,92,India,6,South Asia,Chhattisgarh,Dantewara,18.895394,81.351442,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,2,9,92,India,6,South Asia,Jharkhand,Parasnath,23.9625,86.132778,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,10,92,India,6,South Asia,Orissa,Sundargarh district,22.124002,84.043175,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,10,92,India,6,South Asia,West Bengal,Lalgarh,22.585272,87.049698,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,4.0,Unknown
2010,2,10,92,India,6,South Asia,Bihar,Atkali,26.484099,85.313322,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,10,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
2010,2,10,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,4,Hijacking,19,Transportation,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,10,92,India,6,South Asia,Jharkhand,Palandu,23.288625,85.40918,2,Armed Assault,2,Government (General),92.0,India,Tritiya Prastuti Committee (TPC),5,Firearms,1.0,,
2010,2,11,92,India,6,South Asia,Meghalaya,Shillong,25.578773,91.893254,7,Facility/Infrastructure Attack,10,Journalists & Media,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,11,92,India,6,South Asia,West Bengal,Belpahari,22.632073,86.764262,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,2,13,92,India,6,South Asia,Assam,Hailabandi district,24.585433,92.589132,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,United Liberation Front of Barak Valley (ULFBV) - India,13,Unknown,0.0,,
2010,2,13,92,India,6,South Asia,Maharashtra,Pune,18.52043,73.856744,3,Bombing/Explosion,1,Business,75.0,Germany,Indian Mujahideen,6,Explosives,17.0,4.0,Unknown
2010,2,13,92,India,6,South Asia,West Bengal,Bamal,22.55482,87.043064,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,,
2010,2,13,92,India,6,South Asia,Jharkhand,Dhalbhumgarh,22.507239,86.556476,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
2010,2,14,92,India,6,South Asia,Assam,Hailabandi district,24.585433,92.589132,9,Unknown,14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,0.0,,
2010,2,14,92,India,6,South Asia,Bihar,Phulwaria,26.583446,84.279156,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,12.0,4.0,Unknown
2010,2,14,92,India,6,South Asia,Orissa,Boipariguda,18.751105,82.433295,3,Bombing/Explosion,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,2,15,92,India,6,South Asia,Manipur,Thoubal,24.644924,93.99929,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
2010,2,15,92,India,6,South Asia,West Bengal,Silda,22.616778,86.818268,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,24.0,4.0,Unknown
2010,2,17,92,India,6,South Asia,Bihar,Jamui,24.925432,86.220954,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,11.0,4.0,Unknown
2010,2,18,92,India,6,South Asia,Bihar,Phulwaria,26.583446,84.279156,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,11.0,3.0,Minor (likely < $1 million)
2010,2,19,92,India,6,South Asia,Manipur,Chandel district,24.33168,94.000705,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,1.0,4.0,Unknown
2010,2,19,92,India,6,South Asia,West Bengal,Phulkusma,22.70998,86.865945,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,21,92,India,6,South Asia,Bihar,Maheshwari,24.687972,86.253636,3,Bombing/Explosion,8,Educational Institution,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,21,92,India,6,South Asia,West Bengal,Purulia district,23.332078,86.365208,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,2.0,,
2010,2,22,92,India,6,South Asia,Jammu and Kashmir,Samba,32.556652,75.116272,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,2,22,92,India,6,South Asia,West Bengal,West Midnapore district,22.404193,87.379866,2,Armed Assault,3,Police,92.0,India,People's Committee against Police Atrocities (PCPA),5,Firearms,3.0,4.0,Unknown
2010,2,23,92,India,6,South Asia,Bihar,Hawai,24.749905,84.370896,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,4.0,Unknown
2010,2,23,92,India,6,South Asia,Andhra pradesh,Pedabayalu,18.286666,82.586806,7,Facility/Infrastructure Attack,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,23,92,India,6,South Asia,Bihar,Hasanpura,26.077465,84.355374,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,2,23,92,India,6,South Asia,Bihar,Mauar Khaira,24.749905,84.370896,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,2,23,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
2010,2,25,92,India,6,South Asia,Jharkhand,Gumla district,23.041512,84.544486,2,Armed Assault,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,3.0,Minor (likely < $1 million)
2010,2,27,92,India,6,South Asia,West Bengal,Kotshila,23.403088,86.069527,3,Bombing/Explosion,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,3,1,92,India,6,South Asia,Bihar,Bagdhasba,24.877812,86.921828,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),9,Melee,1.0,,
2010,3,1,92,India,6,South Asia,Manipur,Thoubal,24.644924,93.99929,9,Unknown,2,Government (General),92.0,India,Kangleipak Communist Party (KCP),5,Firearms,0.0,,
2010,3,1,92,India,6,South Asia,West Bengal,Purulia district,23.332078,86.365208,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,3,2,92,India,6,South Asia,Bihar,Goghaldiha,25.195693,86.541023,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),9,Melee,2.0,,
2010,3,5,92,India,6,South Asia,West Bengal,Sarulia,22.786479,87.054932,6,Hostage Taking (Kidnapping),8,Educational Institution,92.0,India,People's Committee against Police Atrocities (PCPA),5,Firearms,1.0,4.0,Unknown
2010,3,6,92,India,6,South Asia,West Bengal,West Midnapore district,22.404193,87.379866,2,Armed Assault,14,Private Citizens & Property,92.0,India,People's Committee against Police Atrocities (PCPA),5,Firearms,1.0,,
2010,3,7,92,India,6,South Asia,Chhattisgarh,Dantewara,18.895394,81.351442,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
2010,3,7,92,India,6,South Asia,West Bengal,Golbandhi,22.333044,87.086149,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,3,9,92,India,6,South Asia,Jharkhand,Simdega district,22.610968,84.502431,2,Armed Assault,17,Terrorists/Non-State Militia,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,3,10,92,India,6,South Asia,Orissa,Koraput district,18.815236,82.712102,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,4.0,Unknown
2010,3,11,92,India,6,South Asia,Manipur,Achanbigei,24.798346,93.94043,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,13,Unknown,0.0,4.0,Unknown
2010,3,12,92,India,6,South Asia,Bihar,Rajhania,24.762841,86.338852,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,3,13,92,India,6,South Asia,Bihar,Buxar,25.564796,83.979003,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,16,92,India,6,South Asia,Bihar,Banahi,24.713178,84.837795,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,16,92,India,6,South Asia,West Bengal,Dherua,22.488806,87.096759,2,Armed Assault,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
2010,3,17,92,India,6,South Asia,Manipur,Unknown,24.663717,93.906269,9,Unknown,8,Educational Institution,92.0,India,Kanglei Yawol Kanna Lup (KYKL),13,Unknown,0.0,,
2010,3,17,92,India,6,South Asia,West Bengal,Jhargam,22.451393,86.992203,7,Facility/Infrastructure Attack,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,18,92,India,6,South Asia,Andhra pradesh,Venkatapuram,18.302432,80.551997,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,4.0,Unknown
2010,3,18,92,India,6,South Asia,Bihar,Bariarpur,25.288587,86.572894,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,3,18,92,India,6,South Asia,Jharkhand,Dhalbhumgarh,22.507239,86.556476,3,Bombing/Explosion,21,Utilities,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,3,18,92,India,6,South Asia,Jharkhand,Ramrekha Dham,22.736252,84.350261,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,4.0,Unknown
2010,3,18,92,India,6,South Asia,Jharkhand,Simdega district,22.610968,84.502431,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
2010,3,19,92,India,6,South Asia,Orissa,Chintalwada,18.160337,81.934385,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,20,92,India,6,South Asia,Jharkhand,Latehar district,23.744186,84.504429,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,,
2010,3,20,92,India,6,South Asia,Orissa,Buduguda,18.295274,81.923471,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,4.0,Unknown
2010,3,20,92,India,6,South Asia,Orissa,Balipatna,20.199508,85.95958,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,1.0,,
2010,3,21,92,India,6,South Asia,Kerala,Thiruvananthapuram,8.496142,76.943725,3,Bombing/Explosion,6,Airports & Aircraft,92.0,India,Unknown,6,Explosives,0.0,,
2010,3,21,92,India,6,South Asia,West Bengal,Jhargram district,22.45109,86.995289,7,Facility/Infrastructure Attack,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,21,92,India,6,South Asia,West Bengal,Chakua,22.240734,86.923596,7,Facility/Infrastructure Attack,22,Violent Political Party,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
2010,3,22,92,India,6,South Asia,West Bengal,West Midnapore district,22.404193,87.379866,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,3,22,92,India,6,South Asia,Bihar,Gaya district,24.753791,84.969734,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,3,22,92,India,6,South Asia,Jharkhand,Dhalbhumgarh,22.507239,86.556476,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,4.0,Unknown
2010,3,22,92,India,6,South Asia,Jharkhand,Chowka More,22.959166,85.965274,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,4.0,Unknown
2010,3,22,92,India,6,South Asia,Jharkhand,Bokaro district,23.669296,86.151112,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,4.0,Unknown
2010,3,22,92,India,6,South Asia,West Bengal,West Midnapore district,22.404193,87.379866,3,Bombing/Explosion,19,Transportation,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
2010,3,23,92,India,6,South Asia,Orissa,Birikota,19.477122,84.096518,3,Bombing/Explosion,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
